Original Filename,Shot Filename,Total Number of Keyframes,Keyframes in Shot,Keyframes per Second (Shot),Total Original Time,Start Time,End Time
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_142_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,20,3.521126760563411,2169.003,856.84,862.52
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_143_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,22,3.3536585365853355,2169.003,862.52,869.08
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_144_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,23,3.304597701149462,2169.003,869.08,876.04
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_145_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,3,1.3392857142857089,2169.003,876.04,878.28
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_146_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,10,3.1249999999999556,2169.003,878.28,881.48
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_147_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,56,3.64583333333333,2169.003,881.48,896.84
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_148_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,16,2.8571428571428457,2169.003,896.84,902.44
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_149_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,17,2.6234567901234955,2169.003,902.44,908.92
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_150_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,10,2.659574468085113,2169.003,908.92,912.68
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_151_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,13,2.2569444444444033,2169.003,912.68,918.44
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_152_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,30,3.7878787878788076,2169.003,918.44,926.36
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_153_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,17,2.41477272727274,2169.003,926.36,933.4
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_154_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,25,3.5112359550561774,2169.003,933.4,940.52
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_155_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,6,1.7857142857142785,2169.003,940.52,943.88
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_156_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,12,3.0,2169.003,943.88,947.88
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_157_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,5,2.4038461538461067,2169.003,947.88,949.96
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_158_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,5,2.403846153846238,2169.003,949.96,952.04
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_159_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,15,2.6785714285714177,2169.003,952.04,957.64
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_160_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,12,2.3809523809523983,2169.003,957.64,962.68
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_161_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,21,3.547297297297254,2169.003,962.68,968.6
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_162_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,7,3.365384615384733,2169.003,968.6,970.68
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_163_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,6,1.5306122448979307,2169.003,970.68,974.6
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_164_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,14,2.215189873417744,2169.003,974.6,980.92
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_165_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,6,3.4090909090909265,2169.003,980.92,982.68
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_166_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,29,3.387850467289696,2169.003,982.68,991.24
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_167_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,7,2.8225806451612696,2169.003,991.24,993.72
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_168_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,7,3.645833333333411,2169.003,993.72,995.64
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_169_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,19,3.3450704225351737,2169.003,995.64,1001.32
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_170_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,6,3.5714285714286778,2169.003,1001.32,1003.0
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_171_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,10,2.9761904761904643,2169.003,1003.0,1006.36
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_172_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,16,2.8571428571428457,2169.003,1006.36,1011.96
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_173_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,7,1.434426229508198,2169.003,1011.96,1016.84
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_174_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,7,3.017241379310428,2169.003,1016.84,1019.16
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_175_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,4,2.2727272727272845,2169.003,1019.16,1020.92
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_176_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,9,2.4456521739130768,2169.003,1020.92,1024.6
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_177_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,5,1.1574074074073635,2169.003,1024.6,1028.92
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_178_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,14,2.9166666666666945,2169.003,1028.92,1033.72
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_179_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,8,2.380952380952452,2169.003,1033.72,1037.08
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_180_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,8,2.1739130434782235,2169.003,1037.08,1040.76
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_181_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,6,1.1029411764705772,2169.003,1040.76,1046.2
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_182_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,30,2.8409090909091055,2169.003,1046.2,1056.76
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_183_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,3,1.2499999999999527,2169.003,1056.76,1059.16
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_184_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,13,2.9017857142857024,2169.003,1059.16,1063.64
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_185_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,20,3.3333333333333335,2169.003,1063.64,1069.64
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_186_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,19,3.1666666666666665,2169.003,1069.64,1075.64
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_187_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,10,1.6891891891892332,2169.003,1075.64,1081.56
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_188_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,1,4.166666666666509,2169.003,1081.56,1081.8
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_189_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,8,1.6666666666666825,2169.003,1081.8,1086.6
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_190_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,27,2.518656716417904,2169.003,1086.6,1097.32
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_191_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,8,1.8181818181817806,2169.003,1097.32,1101.72
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_192_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,16,2.222222222222208,2169.003,1101.72,1108.92
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_193_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,5,1.5625000000000888,2169.003,1108.92,1112.12
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_194_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,26,2.389705882352917,2169.003,1112.12,1123.0
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_195_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,4,1.8518518518517817,2169.003,1123.0,1125.16
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_196_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,24,2.7777777777778185,2169.003,1125.16,1133.8
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_197_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,5,1.3297872340425565,2169.003,1133.8,1137.56
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_198_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,4,1.6129032258064397,2169.003,1137.56,1140.04
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_199_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,4,1.4705882352941029,2169.003,1140.04,1142.76
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_200_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,7,1.3059701492537557,2169.003,1142.76,1148.12
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_201_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,8,3.4482758620687224,2169.003,1148.12,1150.44
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_202_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,4,1.1363636363636422,2169.003,1150.44,1153.96
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_203_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,3,0.9615384615384952,2169.003,1153.96,1157.08
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_204_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,98,2.7101769911504365,2169.003,1157.08,1193.24
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_205_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,36,2.472527472527482,2169.003,1193.24,1207.8
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_206_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,6,1.2096774193548299,2169.003,1207.8,1212.76
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_207_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,51,1.937689969604868,2169.003,1212.76,1239.08
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_208_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,4,1.4285714285713358,2169.003,1239.08,1241.88
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_209_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,20,1.7857142857143147,2169.003,1241.88,1253.08
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_210_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,14,1.590909090909058,2169.003,1253.08,1261.88
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_211_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,50,2.92056074766357,2169.003,1261.88,1279.0
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_212_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,71,1.711668273866923,2169.003,1279.0,1320.48
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_213_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,49,1.7302259887005689,2169.003,1320.48,1348.8
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_214_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,6,1.785714285714218,2169.003,1348.8,1352.16
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_215_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,43,1.9797421731123364,2169.003,1352.16,1373.88
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_216_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,102,1.9172932330827133,2169.003,1373.88,1427.08
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_217_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,4,1.4285714285713358,2169.003,1427.08,1429.88
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_218_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,10,1.3089005235602313,2169.003,1429.88,1437.52
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_219_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,68,1.8498367791077261,2169.003,1437.52,1474.28
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_220_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,6,1.3513513513513347,2169.003,1474.28,1478.72
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_221_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,36,1.475409836065582,2169.003,1478.72,1503.12
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_222_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,53,2.3083623693379756,2169.003,1503.12,1526.08
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_223_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,65,1.7324093816631139,2169.003,1526.08,1563.6
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_224_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,11,2.4122807017542947,2169.003,1563.6,1568.16
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_225_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,18,1.829268292682942,2169.003,1568.16,1578.0
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_226_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,20,2.0408163265306216,2169.003,1578.0,1587.8
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_227_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,5,1.3586956521738895,2169.003,1587.8,1591.48
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_228_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,6,1.3392857142857089,2169.003,1591.48,1595.96
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_229_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,38,2.0697167755991397,2169.003,1595.96,1614.32
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_230_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,37,3.1144781144780858,2169.003,1614.32,1626.2
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_231_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,32,2.1505376344086193,2169.003,1626.2,1641.08
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_232_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,15,3.1249999999998814,2169.003,1641.08,1645.88
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_233_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,33,4.230769230769256,2169.003,1645.88,1653.68
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_234_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,35,1.9531250000000169,2169.003,1653.68,1671.6
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_235_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,10,2.4509803921567697,2169.003,1671.6,1675.68
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_236_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,25,1.8825301204819316,2169.003,1675.68,1688.96
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_237_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,4,1.2499999999999822,2169.003,1688.96,1692.16
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_238_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,7,1.3888888888888988,2169.003,1692.16,1697.2
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_239_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,5,1.3586956521738895,2169.003,1697.2,1700.88
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_240_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,4,1.3513513513514386,2169.003,1700.88,1703.84
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_241_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,6,1.3274336283185895,2169.003,1703.84,1708.36
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_242_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,7,1.7326732673266507,2169.003,1708.36,1712.4
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_243_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,24,2.3255813953488516,2169.003,1712.4,1722.72
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_244_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,6,1.8749999999999734,2169.003,1722.72,1725.92
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_245_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,10,2.049180327868902,2169.003,1725.92,1730.8
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_246_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,6,1.4150943396226385,2169.003,1730.8,1735.04
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_247_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,6,1.1194029850746003,2169.003,1735.04,1740.4
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_248_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,38,2.021276595744686,2169.003,1740.4,1759.2
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_249_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,39,2.401477832512314,2169.003,1759.2,1775.44
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_250_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,8,1.7543859649123017,2169.003,1775.44,1780.0
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_251_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,22,2.488687782805453,2169.003,1780.0,1788.84
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_252_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,9,2.4193548387096597,2169.003,1788.84,1792.56
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_253_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,6,1.648351648351603,2169.003,1792.56,1796.2
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_254_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,8,2.5974025974026587,2169.003,1796.2,1799.28
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_255_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,8,2.105263157894762,2169.003,1799.28,1803.08
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_256_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,6,1.9736842105263395,2169.003,1803.08,1806.12
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_257_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,19,2.230046948356753,2169.003,1806.12,1814.64
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_258_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,8,2.1739130434783576,2169.003,1814.64,1818.32
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_259_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,5,1.5060240963854679,2169.003,1818.32,1821.64
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_260_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,7,3.723404255319383,2169.003,1821.64,1823.52
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_261_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,3,1.171875000000025,2169.003,1823.52,1826.08
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_262_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,4,1.2195121951219614,2169.003,1826.08,1829.36
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_263_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,11,1.8456375838926062,2169.003,1829.36,1835.32
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_264_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,5,1.7857142857143147,2169.003,1835.32,1838.12
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_265_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,7,1.715686274509739,2169.003,1838.12,1842.2
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_266_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,5,1.4534883720930003,2169.003,1842.2,1845.64
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_267_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,13,1.5476190476190728,2169.003,1845.64,1854.04
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_268_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,9,1.4150943396226132,2169.003,1854.04,1860.4
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_269_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,4,1.2987012987013293,2169.003,1860.4,1863.48
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_270_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,12,1.9230769230769202,2169.003,1863.48,1869.72
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_271_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,28,2.2222222222222383,2169.003,1869.72,1882.32
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_272_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,4,1.8181818181817806,2169.003,1882.32,1884.52
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_273_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,4,1.3157894736842262,2169.003,1884.52,1887.56
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_274_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,13,1.8678160919540132,2169.003,1887.56,1894.52
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_275_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,16,2.0202020202020017,2169.003,1894.52,1902.44
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_276_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,10,1.9841269841269984,2169.003,1902.44,1907.48
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_277_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,7,1.28676470588234,2169.003,1907.48,1912.92
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_278_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,6,1.2096774193548299,2169.003,1912.92,1917.88
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_279_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,11,2.412280701754415,2169.003,1917.88,1922.44
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_280_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,5,1.1792452830188653,2169.003,1922.44,1926.68
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_281_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,4,1.6129032258064397,2169.003,1926.68,1929.16
172_0_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,172_282_1CF95B52-0DE-00167-0000156D-1CF8BF1D.webm,4586,8,2.2727272727272845,2169.003,1929.16,1932.68
