Video-Filename,English-Manual-Response-Correction
214_1_1D33905E-2EC-000CC-0000218D-1D32CF2D,"The video shows a residential area with a variety of houses, trees, and gardens. Two storks sit on the nest. The houses in the background are a mix of old and new, with different european architectural styles and colors. The trees are lush and green, and the gardens are well-maintained. The video is shot in a wide-angle perspective, showing the entire scene from left to right. The sun is shining, casting a warm light over the scene. The storks are the main focus of the video, and they seem to be enjoying the sunny day."
216_17_1D339119-249-000D6-0000218D-1D32CF2D,"The video shows a bird's nest on the roof of a house in a small village, with a variety of buildings and trees in the surrounding area. The camera pans down the street, showing the houses and their gardens, before zooming in on the nest. The nest is made of twigs and grasses, with a few eggs visible inside. The camera then pans out to show the village, with the nest visible on the roof of one of the houses."
217_6_1D33916A-04D-000DB-0000218D-1D32CF2D,"In this video, we see a scenic view of rolling hills covered in green foliage, with small clusters of houses and buildings visible in the distance. The camera pans across the landscape, showing the vast expanse of the countryside. In the foreground, we see a field of crops, possibly wine grapes, swaying gently in the breeze. The sky is clear and blue, with a few white clouds scattered about. The sun is shining down, casting a warm glow over the entire scene. In the distance, we can see the outline of a small village, with buildings and trees visible."
218_11_1D3392E1-2D5-000E7-0000218D-1D32CF2D,"The video shows a statue of a dark mythical figure on top of a column in front of a grand building. The statue has golden intricate details and carvings. The building has a large portico with four columns, and the facade is adorned with carved reliefs depicting scenes from ancient mythology. The reliefs show various gods and goddesses, as well as creatures and heroes, in a style reminiscent of ancient Greek art. The building's roof is adorned with statues of gods and goddesses, and the entire structure is surrounded by a lush garden with tall trees and well-manicured lawns. The video pans down to show the base of the column and the garden, highlighting the grandeur and beauty of the architectural structure."
219_7_1D33944E-2AD-000F0-0000218D-1D32CF2D," This video shows two people walking on a bridge overlooking a cityscape. The camera pans to follow the pair as they stroll along the bridge, taking in the view of the city below. The city is visible in the distance, with tall buildings and a river running through it. The sky is a clear blue and the sun is shining down, casting a warm glow over the scene. The two people are dressed in casual clothing and are chatting as they walk. One of them is wearing a black coat and the other is wearing a cloth on the head. The bridge they are on appears to be made of concrete and has a railing along the sides. There are trees and other foliage visible in the background, adding a touch of greenery to the scene."
220_11_1D3394D5-383-000F6-0000218D-1D32CF2D,"The video shows a panoramic view of the interior of a grand church. The camera zooms out capturing the ornate frescoes and paintings on the ceiling, walls, and dome. The scenes depicted include angels, saints, and biblical figures. The biggest fresco is visable on the ceiling, dominating with its grandure and scale. The main altar is visible at the far end of the church, with candles and vases adorning the space. The camera also captures the intricate details of the arches, columns, and carved wooden pews. The lighting is bright and the church's interior is painted in white, creating a reverent and serene atmosphere. The video provides a glimpse into the beauty and history of the church, showcasing its architectural and artistic significance."
222_24_1D3396E7-1A4-00108-0000218D-1D32CF2D,"The video shows an interior of a beautiful church with ornate decorations and architectural features. The camera pans across the scene, showing the high ceiling with intricate moldings and a large chandelier hanging from the center. The walls are adorned with golden trim and there are several large paintings or murals on the walls. The floor is made of gray stone or marble. The pews are made of rich, dark wood and have intricate carvings. The altar is at the front of the church and has a large crucifix above it."
223_2_1D339762-1F5-00111-0000218D-1D32CF2D,"The video shows a woman walking down a narrow cobblestone street in an old European town. The street is lined with historic buildings, including one with a tall spire. The woman is wearing a brown coat and carrying a small backpack. She walks past several pedestrians and vehicles, including a bicycle and a horse-drawn carriage. The scene is bright and sunny, with deep shadows and vibrant colors. The camera pans to follow the woman as she walks, capturing the details of the street and the buildings around her."
224_6_1D33AB7B-14B-00116-0000218D-1D32CF2D,"The video shows a red tractor working in a field, with a plough attached to the back. The camera is positioned close to the ground, and the tractor moves towards the right of the frame. The plough blades are visible, cutting into the soil and turning it over. The video is shot in a clear and bright daylight, with the field and surrounding trees visible in the background."
225_6_1D33AC1D-1A0-0011C-0000218D-1D32CF2D,"The video depicts a narrow street in a traditional European town, lined with yellow buildings and towering trees. The street is empty, except for a few parked cars on the side. The buildings on either side of the street are adorned with intricate stone carvings and colorful shutters. The atmosphere is peaceful and picturesque, with the warm tones of the buildings and the golden light of the sun creating a cozy and inviting ambiance."
226_5_1D34C1BF-36E-001B0-000077BA-1D3420AD,"The video shows a scenic pathway leading through a forest, with tall trees and bushes on either side. The path is covered with dry leaves, and the trees are bare of leaves, indicating that it is autumn. The sky is a bright blue, and the sun is shining down, casting long shadows across the forest floor. The pathway is uneven and winding, with rocks and tree roots protruding from the ground. In the distance, a large brick building can be seen, surrounded by a stone wall. The building appears to be a castle or a winery, and it is situated on a hill, overlooking the forest. The video is shot in a calm, peaceful atmosphere, with the sound of birds chirping in the background."
227_7_1D34C977-095-001D8-000077BA-1D3420AD,"The video shows a serene lake scene with a calm water surface. In the distance, a village can be seen, elevated on a hill and surrounded by lush greenery. The sky is clear and blue with a few puffy white clouds. On the shore, a small dock is visible with a few boats moored to it. The trees around the lake are a vibrant green, and the mountains in the background are covered in a light layer of clouds. The water is crystal clear and blue. The video is shot from a static camera position, and the time of day appears to be early morning or late afternoon, judging by the position of the sun in the sky."
228_6_1D34CA5F-022-001DE-000077BA-1D3420AD,"The video features a close-up view of a book titled ""MOZART sein Leben - seine Welt"" by Erich Schenk, published by Amalthea. The book's cover is predominantly beige with the title and author's name in red and black fonts, respectively. Additionally, there is a silhouette of a man's head within a circle on the cover. Throughout the video, the book remains the central focus, and there are no significant changes in its position or orientation. The background remains blurred and indistinct, providing no additional context or information."
229_6_1D34CAE8-27A-001E3-000077BA-1D3420AD,"The video shows a serene and picturesque scene of an old castle or monastery surrounded by lush greenery, specifically pine trees. The camera pans slowly to the left, capturing the majestic architecture of the building. The facade is made of stone, with intricate carvings and adornments, and a tall, pointed spire can be seen in the distance. The building appears to be surrounded by a courtyard, with trees and shrubs adding a pop of color to the otherwise monochromatic scene. The video is shot on a cloudy day, and the sky is overcast, adding to the somber and introspective atmosphere of the scene. The camera movement is smooth and steady, allowing for a detailed examination of the architecture and the natural surroundings."
22_13_1C65EA6F-0D6-0010E-00000B6C-1C64E135,"In this video, a small, colorful puppet theater is set up on the street, surrounded by a group of children and adults. The theater has a miniature stage and a small puppet that appears to be a maid. The puppet is moving around and making facial expressions, seemingly telling a story. The children are all facing the theater, mesmerized by the puppet's antics. The theater itself has a worn, vintage look, with a small door and windows."
230_4_1D34CBAD-307-001E8-000077BA-1D3420AD,"In the video, we see a river flowing through a city, with buildings and bridges visible on both sides of the river. The water is choppy and turbulent, with waves crashing against the banks. A boat parking at the shore of the river, and there are people on the bridge and on the riverbanks. The sky is overcast and the weather looks rainy. The buildings and bridges appear to be old and historic, with ornate architecture and detailed carvings. The river itself is wide and winding."
231_9_1D34CC81-381-001F0-000077BA-1D3420AD,"The video shows a serene lake with mountains in the background, captured from a wooden pathway along the shore. The camera is in a static position, revealing a picturesque landscape with trees and rocks scattered around the lake. The water is calm and reflects the blue sky and the greenery on the shore. The mountains in the distance are covered with trees, and no boat can be seen in the middle of the lake. The sunlight creates ripples on the surface of the water, adding a sense of movement to the otherwise peaceful scene. The wooden pathway and the trees on the shore create a sense of depth and perspective, drawing the viewer's eye into the scene."
232_5_1D34CD34-262-001F5-000077BA-1D3420AD,"The video shows a view of a town square in a mountainous region, with a statue of a musician in the center of the frame. The statue is of a man holding a violin and wearing a traditional hat and cloak. The square is surrounded by colorful buildings with balconies and windows adorned with flowers. In the background, there are trees and a mountain peak. The video pans left to right, showing the statue and the buildings in detail."
233_8_1D34CED9-248-001FB-000077BA-1D3420AD,"The video shows a town square and road crossing, surrounded by historic buildings and lush greenery. On the right side of the square, a line of cars can be seen parked along the side of the road. The road and pedestrian walkways are made of cobblestone. You can see a few groups of people passing by. In the background, the mountains rise up, providing a picturesque backdrop to the scene."
234_6_1D34CF7F-29F-00204-000077BA-1D3420AD,"The video shows a panoramic view of Venice, Italy, with the sea and a few boats in the foreground. In the background, there are several buildings and bridges that appear to be made of stone and have a medieval or Renaissance style. The buildings are located on the mainland and on some of the many small islands that make up the city. The video is taken from a high vantage point from a ship. The view is somewhat hazy, which gives the scene a soft and dreamy quality. The time of day is likely morning or late afternoon, as the sun is not directly overhead and the shadows are long and thin."
235_6_1D34D0CF-0EE-0020A-000077BA-1D3420AD,"The video shows a woman standing in front of a street sign in a small town, surrounded by mountains. The sign reads ""Sacro Monte"" and has an arrow pointing to the left. The woman is looking at the sign and then turns to look around the town. The video pans up to show the town, with buildings and trees visible in the background. The camera then pans down to show the woman again, this time walking away from the sign and down the street. The video ends with a view of the town and the surrounding mountains. The video is shot in a colorful, sunny atmosphere, with the blue sky and green mountains providing a beautiful backdrop to the town. The woman is dressed in a casual outfit and is seen walking with a small bag, suggesting that she may be on a day trip or vacation. The street sign and the town's architecture suggest that the location is likely in Italy, possibly in the Tuscany region."
236_16_1D34D159-27D-00210-000077BA-1D3420AD,"The video shows a train journey through a mountainous region, with a river running through the valley below. The train is traveling at a moderate speed, and the scenery outside is a mix of dense forests and rocky cliffs. The camera is positioned near the window, providing a clear view of the passing landscape. In the foreground, a person can be seen sitting in a seat, wearing a white shirt and a tie. The train's wheels can be heard rhythmically clicking against the tracks, and the sound of the wind can be heard whistling past the windows. The video is shot in a steady, continuous frame, providing a smooth and immersive view of the journey."
237_3_1D34D29F-2BE-0021C-000077BA-1D3420AD,"The video captures a lively street scene in a European city, bustling with activity. Pedestrians of various ages and styles navigate the cobblestone street, some walking briskly, others strolling leisurely, and a few pausing to look at shop windows. The attire of the people suggests a casual to smart-casual dress code, with some wearing jackets and others in lighter clothing, indicating a mild climate. The architecture lining the street is traditional, with multi-story buildings featuring ornate facades and shopfronts at street level. Outdoor seating areas outside cafes and restaurants are populated with patrons enjoying the ambiance."
238_4_1D34D333-332-00223-000077BA-1D3420AD,"The video shows a winter landscape with snow-covered hills and fields in the background, while the foreground is populated by a town. The a larger building in the town appears to be a church or a monastery, with a tall spire rising from the center of the roof. The snow-covered hills in the background are dotted with trees, and the sky is a pale blue with a few wispy clouds. The sun is setting, casting a warm orange glow over the scene. The video pans slowly to the right revealing more of the landscape and the buildings."
239_5_1D34D3AF-24A-0022A-000077BA-1D3420AD,"The video shows a snowy mountain in the background and in the foreground a town square with a parkinglot, surrounded by colorful buildings. In the foreground, there are cars and buses driving around the circular road. People can be seen walking on the sidewalks. The sky is overcast with snow-covered mountains in the distance. The video is shot in a stabilized and smooth manner, capturing the scenic view of the town."
23_1_1C66E820-018-000D0-00000EB0-1C6632B5,"The video shows two young children, a boy and a girl, playing on a playground in an autumnal setting. The playground equipment includes a rope climbing frame with a tire swing hanging from a wooden frame. The children are wearing blue and white striped shirts and light-colored pants. The boy is standing on the climbing frame, holding onto the rail, while the girl is sitting on the tire swing, holding onto the ropes and leaning back, which propels her body forward. The scene is set against a backdrop of yellow and orange leaves on trees, with a clear blue sky above. The lighting is bright and sunny, with a few white clouds visible in the sky. The camera is positioned at a slight angle to the playground equipment. The children are both smiling and laughing as they play."
240_2_1D34D507-3D3-00230-000077BA-1D3420AD,"In the video, three individuals are seated at a table facing an audience. The person on the left wears a dark suit with a red tie, the middle person is dressed in a dark suit without a tie, and the person on the right wears a light-colored suit with a patterned tie. Throughout the video, the individual in the dark suit with the red tie is the most active, gesturing with his hands as he speaks. The other two individuals maintain a more reserved posture, with the one in the middle occasionally gesturing with his hands. The audience is attentive, with some individuals taking notes. The room is well-lit with natural light coming from the windows, and there are no discernible changes in the environment or the actions of the individuals throughout the video."
241_2_1D34D575-0DE-00236-000077BA-1D3420AD,"The video shows two women sitting at a table in front of a window. The women on the left is wearing a dark-colored jacket and the woman on the right is wearing a gray sweater. They are both looking at the camera and speaking. There are two glasses of water on the table in front of them. The woman on the left is holding a pen and notebook, and the woman on the right has folded her hands in a comfortable position. The room has a plain white wallpaper. The window has white curtains and a view of a building across the street. The lighting in the room is soft and natural, and the camera is positioned to capture the speakers from a slight angle."
242_4_1D34D62F-2BB-0023D-000077BA-1D3420AD,"The video shows a street festival in a small town, possibly in Europe. The camera is positioned on the sidewalk, facing the street. In the foreground, a group of people are standing and chatting, dressed in traditional clothing. They are wearing lederhosen and dirndls, typical of Bavarian culture. The street is lined with booths and stands, selling food and souvenirs. People are milling about, enjoying the festival atmosphere. "
243_9_1D39E964-0DE-0047B-00001946-1D3966AD,"The video provides a serene exploration of a church's interior, beginning with a view of a large, ornate chandelier hanging from a high ceiling, surrounded by rows of wooden pews. The church's architecture is characterized by pointed arches and ribbed vaults, indicative of Gothic design. As the video progresses, the camera pans to reveal more of the church, including the altar area, which is richly decorated with religious iconography and stained glass windows that cast colorful light into the space. The church is devoid of people, creating an atmosphere of tranquility and reverence. Throughout the video, the focus remains on the architectural and decorative elements of the church."
244_8_1D39EC6C-30A-0048C-00001946-1D3966AD,"The video depicts a painting of The Last Supper by Leonardo da Vinci, located in the monastery of Santa Maria delle Grazie in Milan, Italy. The painting is visible in the frame, and it shows Jesus and his twelve apostles seated at a table, with Jesus at the center. The apostles are arranged in a linear formation, with Jesus in the middle, and they are all looking towards him. The painting is done in oil on a wall, and it is quite large, taking up most of the frame. The colors used are mainly dark, with shades of brown, gray, and black, giving the painting a somber and solemn tone. The brushstrokes are visible, and they add texture and depth to the painting. The lighting is dim, with most of the light coming from the left side of the painting, creating long shadows across the table and the figures."
245_14_1D39EDB3-033-00494-00001946-1D3966AD,"The video shows a group of fallow deer standing in a forest clearing, surrounded by autumnal trees and dry leaves. The deer are all facing the camera, and are seen in different poses, such as eating, grooming, and resting. The camera is stationary, providing a wide-angle view of the scene. In the foreground, a doe is seen chewing on a leaf, while a buck stands nearby, looking alert and watching the camera. Another deer is visible in the background, nibbling on a tree trunk. The deer are all wearing their winter coats, with thick fur and brown-speckled markings on their bodies. The video is shot in a naturalistic style, with the deer moving and interacting with each other in a relaxed and peaceful manner. The scene is illuminated by soft, diffused light, creating a warm and autumnal atmosphere."
246_2_1D39EF08-3D8-0049B-00001946-1D3966AD,"The video captures a formal event taking place in an opulent ballroom with high ceilings and elegant chandeliers. Attendees are dressed in formal attire, with men in suits and women in gowns. The scene opens with guests seated at round tables, engaged in conversation. As the video progresses, the focus shifts to a stage where musicians are performing. The audience's attention is directed towards the stage, with some individuals standing to get a better view. Throughout the video, the camera pans across the room, showcasing the grandeur of the venue and the elegance of the event. The atmosphere is one of sophistication and celebration."
247_3_1D39EFF0-1BC-004A2-00001946-1D3966AD,"The video begins with a close-up of a weathered metal plaque embedded in a cobblestone pavement, indicating a historical or commemorative site. The plaque reads ""Pflaster der Freyung um 1200"" in German, indicate that the location is a historical site in Vienna Austria. The camera then pans across the cobblestone street, revealing pedestrians and a bicycle, suggesting a lively urban environment. As the camera moves, it captures the facades of ornate buildings adorned with banners, hinting at cultural or commercial significance. The scene transitions to a wider view of the street, bustling with activity and framed by a mix of architectural styles, from classical to modern. People are seen walking, some in casual attire, others in business wear, reflecting the diversity of the city's inhabitants. "
248_13_1D39F086-216-004A8-00001946-1D3966AD,"The video shows an archway entrance of a building with two people walking through it The video begins with a view of an ornate architectural feature, possibly part of a grand building or monument, characterized by a white stone structure with a black wrought iron railing and a central emblem resembling an eagle. The archway has intricate carvings on the stone walls made of wood and a decorative crest at the top. The archway leads to a cobblestone street with old buildings on either side. The video is shot in a slow motion, with a slightly tilted angle, emphasizing the grandeur and history of the building and the street. The individuals previously seen are no longer in the frame, suggesting they have passed through the archway or moved out of the camera's view."
249_3_1D39F10B-3C6-004AD-00001946-1D3966AD,"The video is a snowy winter scene of a train station in Vienna, Austria. The camera is positioned on a elevated area above the water, most likely a bridge, and the train tracks and the station platforms are visible. The station is a large, stone building with a tall clock tower. The clock tower has a round, white face with black numerals, and is topped with a pointed spire. The train tracks run through the center of the station, and one train can be seen driving away from the camera on the tracks. The train is silver. The station building has a large arched entrance, and the walls are adorned with stone carvings. The scene is somewhat foggy."
24_3_1C66E88D-103-000D5-00000EB0-1C6632B5,"In the video, a vase filled with colorful flowers is placed on a table. The camera pans and zooms in on the bouquet, showcasing the variety of flowers. The bouquet includes red roses, yellow daisies, and purple lilacs. The flowers are arranged artfully in the vase, creating a visually appealing composition. The lighting is warm and golden, adding to the inviting atmosphere. The video captures the beauty and vibrancy of the flowers, drawing the viewer's attention to their delicate petals and vivid colors."
250_30_1D39F198-1A6-004B2-00001946-1D3966AD,"The video depicts a park in the spring season, with various trees and shrubs visible in the background. In the foreground, a person is walking with a baby stroller, pushing it along a path. The person is wearing a grey coat, and is walking briskly.  The camera pans and zooms to show the person and the stroller in different parts of the park, with the trees and snow-covered ground providing a picturesque backdrop. The video is shot in a clear and sunny day, with the lighting and colors enhancing the beauty of the park."
250_35_1D39F198-1A6-004B2-00001946-1D3966AD,"In this video, a grey squirrel is shown scurrying around in the snow. The animal is seen digging in the ground with its front paws, while its back paws are tucked under its body. The squirrel's tail is fluffy and appears to be twitching as it moves. The video is shot from a low angle, with the ground and surrounding plants appearing in the foreground. The snow is scattered around the squirrel. The animal appears to be looking for food in the snow and surrounding grass."
251_3_1D39F1D6-2A3-004B7-00001946-1D3966AD,"The video shows a nighttime street scene in a city, with a group of people walking by a telephone cell. The camera shows showing a variety of storefronts, streetlights and people. The sidewalk is busy with pedestrians, and the street is filled with cars. A woman in a black coat and hair stands in the foreground, while a man in a suit and tie walks passed. The street is dim-lit, with neon signs illuminating the storefronts and streetlights."
252_118_1D3B243C-2A8-00072-00002D8B-1D3AB82D,"In this video, a woman and a baby girl are sitting in a picnic area in a park. The woman is wearing a white striped shirt and the girl is wearing a white sundress and red cloth on the head. They are both smiling and laughing as they eat their lunch. The picnic area is surrounded by trees. The woman is holding a plate of food and feeds the child in its trolly. The scene is sunny and the sky is blue."
253_1_1EFA9A73-022-0007C-00001458-1EF9A4AD,"The video shows a highway and a bridge in the background, with several cars and trucks driving on the road. The bridge is a high-rise structure with a sleek and modern design. The road is surrounded by tall concrete dividers and there are entrances and exit ramps on either side of the bridge. In the distance, there is a large building with a glass facade and a parking lot. The sky is clear and blue, with a few clouds scattered about. The vehicles in the video are traveling at a moderate speed, and there are a few pedestrians and cyclists visible on the sidewalk. The video is taken during the daytime, and the sun is shining brightly overhead."
254_13_1F00B113-157-00062-00001466-1F003C2D,"The video depicts a group of people wearing chrismas costumes, masks and heads, gathered  outside a building. They are chanting and cheering, with some holding signs and flags or drinks. There are streamers and other decorations in the background. One person is wearing a red nose and a beret. The scene appears to be at night, with streetlights and building lights providing illumination."
255_6_1F00B324-19D-00066-00001466-1F003C2D,"The video is of a man singing and playing  the guitar on stage, accompanied by a band. The stage is dimly lit, with the background visible through the fog. The man is wearing a black jacket, and is standing in front of a microphone. The band is seated behind him, he is the guitarist and then there is a keybordist, and a drummer. The audience is visible in the background, dancing and clapping along to the music. The band's instruments are visible throughout the video, with the guitarist playing a mix of brown and black looking guitar."
256_19_1F010F99-3DD-00166-00001466-1F003C2D,"The video shows a young African American man standing on the street, looking at a document in his hands and speaking to the camera. He is wearing a black jacket and a yellow necktie. The man looks up from the document and looks around, taking in his surroundings. He then looks back down at the document and continues to study it. The video is shot in colour, with the man's face and the document being the main focal points. The street he is standing on is lined with tall trees and historic buildings."
257_18_1F0119AD-3D8-00174-00001466-1F003C2D,"The video shows a close-up view of a tall, cylindrical structure with a  cap on top, emitting smoke into the sky. The camera pans out to reveal a crane or a machine lifting a heavy object, and the structure is seen to be a chimney or a stack of a factory or a power plant. The video is shot against a clear blue sky. The chimney is covered with what appears to be a mesh or a grid, and there are pipes and tubes visible around the base of the structure. The smoke is billowing out of the top of the chimney, creating a thick cloud that blows away from the camera."
258_10_1F07A386-075-0011B-00000AD8-1F06D3AD,"The video shows a picturesque view of an old castle, surrounded by lush greenery and trees. The castle is built on a hill, and the camera pans across the hill to show the different sides of the castle. The castle's architecture is a mix of old and new, with some parts looking ancient and worn down, while others appear more modern and well-maintained. On the right side of the castle, there is a tall clock tower with a pointed roof, and on the right side, there is a smaller tower with a rounded roof. The castle's walls are made of stone, and there are several windows and balconies but the walls do not have many details and mostly flat The sky is clear and blue."
259_18_1F07BD9F-393-0013B-00000AD8-1F06D3AD,"In this video, a car is seen driving on a wet and slippery surface, possibly a parking lot or a driveway. The car is visible from the front and side views, and it is clear that the driver is having difficulty controlling the vehicle. The car's wheels are spinning and the vehicle is hydroplaning, causing it to fishtail and swerve. The vehicle is eventually seen skidding to a stop. The video ends with the car coming to a halt. The video is shot in a handheld style, giving it a shaky and dynamic feel. The setting is a sunny day with a light breeze."
25_11_1C66E93C-1CE-000DB-00000EB0-1C6632B5,"The video shows a courtyard of a castle or old building. In the middle of the courtyard there is a large wooden structure. It looks like some kind of hydraulic construction, probably a winepress or  well. The camera is steady and slowly shows more of the wooden structure as the video continues."
261_14_1F1B73E9-2A3-0022E-00001717-1F1A9A2D,"In this video, a group of people can be seen standing on a snowy mountaintop, surrounded by breathtaking mountain ranges and a clear blue sky. The individuals are dressed in warm winter clothing, with one person wearing a red coat and another wearing a yellow jacket. They are standing near the edge of a stone platform, with a railing that provides a stunning view of the surrounding landscape. In the distance, the snow-covered peaks of the mountains stretch out as far as the eye can see, with the sun shining brightly overhead. The camera pans out to reveal the vast expanse of the mountains and the snow-covered terrain, creating a sense of awe and wonder."
262_4_1F1E2E81-3BA-00127-00003B4D-1F1D3D2D,"The video starts with a panoramic view of a rural area, with rolling hills and fields in the background. In the foreground, there is a small concrete road that leads to a dirt path. The camera continues to pan left, revealing a small stone house with a red tiled roof and a gravel driveway and a flagpole. The video ends with a shot of the house and the surrounding landscape, with a blue sky and fluffy white clouds."
263_16_1F1E3C1B-324-0013A-00003B4D-1F1D3D2D,"The video shows a scenic view of a historic building. The building is made of white stone and has a, pointed roof. The camera is positioned at a medium distance, and the building is visible in the background. The video is shot in the fall, and the leaves on the trees are yellow and red. The sky is cloudy. The camera pans slowly to the left, showing the building in more detail, including the arched windows."
264_9_1F1F7234-1E3-00174-000061A1-1F1E8EAD,"In the video, a blue paraglider can be seen soaring through the sky, with the camera panning to follow its movement. The paraglider is surrounded by a cluster of tall evergreen trees, their branches swaying gently in the breeze. The sky is a bright blue, with a few white clouds scattered here and there. The paraglider is flying at a moderate height, and its wings are flapping in the wind. The pilot is seated in a harness suspended from the glider, with their arms and legs extended to maintain balance. The glider is gliding smoothly through the air, its shadow visible on the ground below. As the glider moves to the right of the frame, the trees become more visible, their branches and needles clearly visible against the blue sky."
265_10_1F233A09-2C2-001F3-0000149E-1F22832D,"This video shows a car performing a stunt at a circus or carnival. The car is driven onto a ramp and then the driver has to balance the car so it lands on its side and then he has to drive a few dozen meters with only two wheels. The car is driven onto a ramp side and the driver is able to regain control and completes the stunt and returns to the starting position. The audience cheers and claps for the stunt. The car is a dark blue or  dark purple sedan, and it is driven by a person wearing white shirt. The people standing next to the ramp are wearing casual clothing. The background is a brightly colored tent with a banner reading ""Show"". The crowd is made up of people of all ages, with some holding cameras or phones to record the stunt."
266_1_1F233C46-12C-0020F-0000149E-1F22832D,"The video captures a scenic lakeside setting with a group of people gathered on chairs, seated on the grassy banks of the lake. The camera pans across the horizon, showing the serene lake waters and the surrounding mountains in the distance. The group of people is visible, dressed in casual attire, with some of them standing  and others seated. The setting appears to be a social gathering, with a band playing music in the background. "
26_2_1C6705BD-324-00190-00000EB0-1C6632B5,"In this video, a cozy living room, surrounded by colorful decorations and a beautifully set table. On the table, there are several decorated Easter eggs, a vase with fresh flowers, and a small basket filled with eggs. Their is also a woman doll next to a wooden chest filled with colorful eggs. She looks happy and content. The room is well-lit and has a warm, inviting atmosphere, with soft pastel colors on the walls and comfortable-looking furniture. A woman dressed in a soft, purple sweater and jeans, comes into the room in the end of the video, adding to the cozy feel of the scene."
28_3_1C6706AE-085-0019C-00000EB0-1C6632B5,"The video shows a group of children dressed in traditional folk costumes, dancing and singing in a dimly lit room. The children are aged between 6 to 12 years old and are wearing colorful clothing with intricate designs and patterns. The boys are wearing white shirts with embroidered vests, while the girls are wearing long dresses with aprons and headscarves. They are dancing in a circle, holding hands and using their skirts and dresses to create a lively and festive atmosphere. The children are smiling and laughing as they dance, and their joy is contagious. The video is shot in a single take, with the camera panning across the group to capture their movements and expressions."
29_10_1C6706F4-1DC-001A1-00000EB0-1C6632B5,"The video shows the interior of a beautiful church, specifically the altar area. The camera pans left to right, capturing the intricate carvings and gold-plated accents on the wooden altar. The altar is adorned with three large, stained glass windows depicting religious scenes. The left window shows a group of saints, the middle window depicts a crucifix, and the right window shows an angel holding a scroll. The altar is flanked by two large, ornate candlesticks and a beautifully carved wooden pulpit. The walls of the church are adorned with frescoes depicting religious scenes and figures."
2_1_19F3BCAA-056-0036B-00000B64-19F2B6C5,"The video depicts a serene and picturesque scene of a yacht sailing in the calm waters of a harbor. The camera is mounted on the yacht and captures the surroundings as the vessel glides smoothly across the sea. In the distance, a towering stone structure, probably a lighthouse or clocktower, can be seen standing tall and proud, surrounded by a wall. The lighthouse serves as a beacon of guidance for the yachts and other sea vessels, ensuring their safe passage through the harbor. The sky is painted with hues of blue and pink, signaling the end of the day and the beginning of a peaceful night."
30_40_1C67076F-3B1-001A6-00000EB0-1C6632B5,"In this video you can see a performance or speech. The speaker is not clearly visible because he is occluded by a man with a camera man wearing a yellow t-shirt. The lighting is dim and the room is filled with many people listening to the speaking person. In the background you can see a large audience. The only light in the scene comes from a spotlight form above, which focuses on the speaker, the rest of the location is dark."
31_1_1C67084B-2F6-001AC-00000EB0-1C6632B5,"The video features a large, beautiful black steam locomotive with the number ""06-018"" prominently displayed on its front. The locomotive is adorned with a circular emblem at the top of its front section. As the video progresses, the locomotive is not moving and is pulling a series of red passenger cars along a track. Smoke can be seen billowing from the locomotive's chimney, indicating its operation. The surrounding environment is not clearly visible, focusing the viewer's attention on the locomotive and its journey."
32_8_1C67087F-324-001B1-00000EB0-1C6632B5,"The video shows a station master walking along the rail tracks and looking at a train which stands still in the trainstation. The train is a vintage locomotive with a red body. It is pulling a few passenger cars. The train is currently awaiting departure. The station master is wearing a black uniform with a tall hat. The train is waiting at a small station with a wooden platform and a waiting room. There are a few people standing on the platform, watching the train pass to by. The scene is set in a picturesque mountainous region with rolling hills and green forests in the background."
33_1_1C67089C-2E6-001B6-00000EB0-1C6632B5,"The video shows a steam locomotive chugging along a winding track through a picturesque mountainous landscape. The train is made up of several cars, each with windows and a distinctive red and yellow color scheme. The locomotive emits a plume of white smoke and steam as it chugs along, with the sound of its whistle and the rumble of its wheels on the tracks audible in the background. The train passes through a dense forest, with trees and foliage visible through the windows of the train cars. The mountains in the background are covered in a thick layer of greenery. The video is shot in a shaky motion, with the train and the landscape blurred slightly as it moves."
34_1_1C6708B5-20B-001BB-00000EB0-1C6632B5,"The video shows a scenic train ride through a picturesque landscape with mountains, trees, and a river in the distance. The train is traveling on a curved track and the camera is mounted on the train, giving a first-person perspective. The train passes over a bridge, with the mountains and trees visible through the windows. The train and the landscape are the main focus of the video, with the mountains and trees providing a beautiful backdrop. The train's wheels and tracks are visible as it moves, giving a sense of movement and speed."
35_6_1C6708CF-3A1-001C0-00000EB0-1C6632B5,"The video depicts a group of people walking through a field, likely a cornfield, on a sunny day. The scene is shot from a medium distance, showcasing the expanse of the field and the people dotted across it. The individuals are dressed in white shirts and are walking in a single file line, with some persons holding a small bag, jacket or container in their hand. Some of the individuals are looking down at the ground, while others are looking straight ahead or chatting with their colleagues. "
36_3_1C6708FB-1EC-001C5-00000EB0-1C6632B5,"The video shows a group of people boarding buses in a residential area. The scene is captured from a short distance, and the buses and the people are visible in the center of the frame. The buses are white with blue stripes, and they have open doors, indicating that they are about to depart. The people boarding the buses are of various ages and genders, and they are dressed in casual attire. Some of them are carrying luggage, which suggests that they may be going on a trip. The buses are parked in a line, and the people are walking towards them from different directions."
